id,title,text,author,source,topic,publish_date,year,month,day,word_count,char_count,title_length,label
135,Rumors Update 135,"This article discusses Rumors Update 135. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Admin,ViralNow,Rumors,2024-10-21,2024,10,21,31,215,17,0
136,Rumors Update 136,"This article discusses Rumors Update 136. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Guest Writer,ViralNow,Rumors,2024-04-28,2024,4,28,31,215,17,0
137,Technology Update 137,This article discusses Technology Update 137. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Ayesha Khan,CNN,Technology,2024-10-20,2024,10,20,29,212,21,1
138,Education Update 138,This article discusses Education Update 138. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Fatima Noor,CNN,Education,2023-04-17,2023,4,17,29,211,20,1
139,Conspiracy Update 139,"This article discusses Conspiracy Update 139. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Admin,TruthExpose,Conspiracy,2024-11-03,2024,11,3,31,219,21,0
140,Rumors Update 140,"This article discusses Rumors Update 140. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Unknown Reporter,Unknown Blog,Rumors,2023-11-06,2023,11,6,31,215,17,0
141,Economy Update 141,This article discusses Economy Update 141. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Fatima Noor,Dawn News,Economy,2023-09-27,2023,9,27,29,209,18,1
142,Education Update 142,This article discusses Education Update 142. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,David Lee,Reuters,Education,2024-06-25,2024,6,25,29,211,20,1
143,Conspiracy Update 143,"This article discusses Conspiracy Update 143. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Unknown Reporter,ShockMedia,Conspiracy,2024-12-27,2024,12,27,31,219,21,0
144,Secret Government Update 144,"This article discusses Secret Government Update 144. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Editor Desk,ShockMedia,Secret Government,2024-09-07,2024,9,7,32,226,28,0
145,Alien News Update 145,"This article discusses Alien News Update 145. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Admin,Unknown Blog,Alien News,2024-10-03,2024,10,3,32,219,21,0
146,Politics Update 146,This article discusses Politics Update 146. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Michael Brown,Al Jazeera,Politics,2024-04-21,2024,4,21,29,210,19,1
147,Science Update 147,This article discusses Science Update 147. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Michael Brown,CNN,Science,2024-07-05,2024,7,5,29,209,18,1
148,Health Update 148,This article discusses Health Update 148. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,John Smith,Reuters,Health,2024-01-19,2024,1,19,29,208,17,1
